Heads Down,Detroit Swindle,124,380.99301587301585,/home/kaileen/Documents/CSC475/Project/music_repo/03 Heads Down.m4a
Insane (Original Mix),Charles Ramirez,63,456.29532879818595,/home/kaileen/Documents/CSC475/Project/music_repo/02 Insane (Original Mix).m4a
Soul Burn,Meshuggah,66,317.881179138322,/home/kaileen/Documents/CSC475/Project/music_repo/03 Soul Burn.m4a
Oh Yeah,Daft Punk,128,121.23138321995465,/home/kaileen/Documents/CSC475/Project/music_repo/12 Oh Yeah.m4a
"Fun, Fun, Fun",The Beach Boys,77,138.8321088435374,"/home/kaileen/Documents/CSC475/Project/music_repo/Fun, Fun, Fun.m4a"
Surfin' Safari,The Beach Boys,80,126.29333333333334,/home/kaileen/Documents/CSC475/Project/music_repo/Surfin' Safari.m4a
Victoria's Secret,Detroit Swindle,118,416.31056689342404,/home/kaileen/Documents/CSC475/Project/music_repo/02 Victoria's Secret.m4a
"For Emily, Whenever I May Find Her",Simon and Garfunkel,125,135.92961451247166,"/home/kaileen/Documents/CSC475/Project/music_repo/For Emily, Whenever I May Find He.m4a"
Lustmord,Solus,104,185.2952380952381,/home/kaileen/Documents/CSC475/Project/music_repo/01 Lustmord.m4a
When a Fire Starts to Burn,Disclosure,124,284.00326530612244,/home/kaileen/Documents/CSC475/Project/music_repo/02 When a Fire Starts to Burn.m4a
CuDi Zone,Kid Cudi,136,259.06503401360544,/home/kaileen/Documents/CSC475/Project/music_repo/11 CuDi Zone.m4a
Going Away To College,Blink-182,105,179.37414965986395,/home/kaileen/Documents/CSC475/Project/music_repo/Going Away To College.m4a
Suffer In Truth,Meshuggah,78,260.06349206349205,/home/kaileen/Documents/CSC475/Project/music_repo/09 Suffer In Truth.m4a
Figure of Speech,Detroit Swindle,120,399.4296598639456,/home/kaileen/Documents/CSC475/Project/music_repo/01 Figure of Speech.m4a
I Get Around,The Beach Boys,76,134.23455782312925,/home/kaileen/Documents/CSC475/Project/music_repo/I Get Around.m4a
Who is Manfred?,Daniel Bortz & Sascha Sibler,124,344.11972789115646,/home/kaileen/Documents/CSC475/Project/music_repo/01 Who is Manfred_.m4a
How Do I Love Thee,Dream 2 Science,122,463.00589569160996,/home/kaileen/Documents/CSC475/Project/music_repo/04 How Do I Love Thee.m4a
Change That Beat (Samu.l Remix),Alexandar Kyosev,122,417.07682539682537,/home/kaileen/Documents/CSC475/Project/music_repo/02 Change That Beat (Samu.l Remix).m4a
Wendy Clear,Blink-182,114,170.4344671201814,/home/kaileen/Documents/CSC475/Project/music_repo/Wendy Clear.m4a
Your Love,Frankie Knuckles,118,407.4869841269841,/home/kaileen/Documents/CSC475/Project/music_repo/01 Your Love.m4a
Billy Spleen,Sum 41,114,152.90340136054422,/home/kaileen/Documents/CSC475/Project/music_repo/Billy Spleen.m4a
Envision (Dixon Version),Osunlade,125,486.94566893424036,/home/kaileen/Documents/CSC475/Project/music_repo/03 Envision (Dixon Version).m4a
El Condor Pasa (If I Could),Simon and Garfunkel,74,190.26430839002268,/home/kaileen/Documents/CSC475/Project/music_repo/El Condor Pasa (If I Could).m4a
Rather Be (feat. Jess Glynne) [The Magician Remix],Clean Bandit,121,274.8778231292517,/home/kaileen/Documents/CSC475/Project/music_repo/01 Rather Be (feat. Jess Glynne) [The Magician Remix].m4a
Wurk It,Alden Tyrell,132,382.6184126984127,/home/kaileen/Documents/CSC475/Project/music_repo/03 Wurk It.m4a
Bible Eyes,Egyptrixx,128,374.67718820861677,/home/kaileen/Documents/CSC475/Project/music_repo/02 Bible Eyes.m4a
Bang!,Erol Alkan,124,326.4493424036281,/home/kaileen/Documents/CSC475/Project/music_repo/02 Bang!.m4a
Be True To Your School,The Beach Boys,73,127.10603174603175,/home/kaileen/Documents/CSC475/Project/music_repo/Be True To Your School.m4a
Winners Take All,Aesop Rock,83,286.3484807256236,/home/kaileen/Documents/CSC475/Project/music_repo/05 Winners Take All.m4a
Forget,Patrick Topping,123,366.87528344671205,/home/kaileen/Documents/CSC475/Project/music_repo/01 Forget.m4a
Milestone,Solus,88,307.641179138322,/home/kaileen/Documents/CSC475/Project/music_repo/04 Milestone.m4a
The Hell Song,Sum 41,87,198.53061224489795,/home/kaileen/Documents/CSC475/Project/music_repo/The Hell Song.m4a
Will and Elizabeth,Klaus Badelt,90,128.13333333333333,/home/kaileen/Documents/CSC475/Project/music_repo/Will and Elizabeth.flac
Daftendirekt,Daft Punk,112,164.60625850340136,/home/kaileen/Documents/CSC475/Project/music_repo/01 Daftendirekt.m4a
Defeated No More (feat. Edward Macfarlane),Disclosure,116,367.71120181405894,/home/kaileen/Documents/CSC475/Project/music_repo/06 Defeated No More (feat. Edward Macfarlane).m4a
Pierre's Pfantasy Club - Fantasy Girl (Gettoblaster & Jes One Remix),DJ Pierre,124,405.74548752834465,/home/kaileen/Documents/CSC475/Project/music_repo/01 Pierre's Pfantasy Club - Fantasy Girl (Gettoblaster & Jes One Remix).m4a
Shut Down,The Beach Boys,80,110.48054421768707,/home/kaileen/Documents/CSC475/Project/music_repo/Shut Down.m4a
Rivers of Red,Solus,85,260.0402721088435,/home/kaileen/Documents/CSC475/Project/music_repo/06 Rivers of Red.m4a
Fire n' Rain (Kaytranada Edition),Acid Washed,120,300.0714739229025,/home/kaileen/Documents/CSC475/Project/music_repo/02 Fire n' Rain (Kaytranada Edition).m4a
My World,Kid Cudi Feat. Billy Cravens,74,243.02004535147393,/home/kaileen/Documents/CSC475/Project/music_repo/06 My World.m4a
Rickety-Rackety,Aesop Rock,116,271.3716099773243,/home/kaileen/Documents/CSC475/Project/music_repo/06 Rickety-Rackety.m4a
Baby Wants to Ride,Frankie Knuckles,66,514.6006349206349,/home/kaileen/Documents/CSC475/Project/music_repo/07 Baby Wants to Ride.m4a
Barbossa Is Hungry,Klaus Badelt,67,246.12,/home/kaileen/Documents/CSC475/Project/music_repo/Barbossa Is Hungry.flac
Scarborough Fair/Canticle,Simon and Garfunkel,66,188.12807256235828,/home/kaileen/Documents/CSC475/Project/music_repo/Scarborough Fair_Canticle.m4a
Nobody Else,Dusky,123,445.45160997732427,/home/kaileen/Documents/CSC475/Project/music_repo/01 Nobody Else.m4a
